country,Country,NY.GDP.MKTP.PP.KD,SP.POP.GROW,SP.POP.TOTL,SP.POP.TOTL.FE.IN,SP.POP.TOTL.FE.ZS,SP.POP.TOTL.MA.IN,SP.POP.TOTL.MA.ZS,SP.URB.GROW,SP.URB.TOTL,SP.URB.TOTL.IN.ZS,SL.TLF.TOTL.FE.ZS,SL.TLF.TOTL.IN,SL.UEM.TOTL.FE.NE.ZS,SL.UEM.TOTL.FE.ZS,SL.UEM.TOTL.MA.NE.ZS,SL.UEM.TOTL.MA.ZS,SL.UEM.TOTL.NE.ZS,SP.RUR.TOTL,SP.RUR.TOTL.ZG,SP.RUR.TOTL.ZS,FP.CPI.TOTL.ZG,GC.TAX.EXPT.CN,GC.TAX.EXPT.ZS,NE.EXP.GNFS.KD.ZG,NE.EXP.GNFS.KN,NE.EXP.GNFS.ZS,NV.AGR.TOTL.CD,NV.AGR.TOTL.CN,NV.IND.MANF.CD,SL.UEM.TOTL.ZS,GE.EST,NE.CON.GOVT.KN,NE.CON.GOVT.ZS,NE.CON.PRVT.CD,NE.CON.PRVT.CN,NV.IND.MANF.CN,NV.IND.TOTL.CD,NV.IND.TOTL.CN,NV.SRV.TOTL.CD,NV.SRV.TOTL.CN,BM.KLT.DINV.CD.WD,BX.KLT.DINV.WD.GD.ZS,EG.ELC.LOSS.ZS,EG.USE.ELEC.KH.PC,EN.GHG.CO2.IP.MT.CE.AR5,GC.DOD.TOTL.CN,GC.DOD.TOTL.GD.ZS,SE.PRM.NENR,SE.PRM.NENR.FE,SE.PRM.NENR.MA,EG.CFT.ACCS.ZS,SE.SEC.ENRR,SE.SEC.ENRR.FE,SE.SEC.ENRR.MA,SE.TER.ENRR,SE.TER.ENRR.FE,SE.TER.ENRR.MA,SP.DYN.LE00.FE.IN,SP.DYN.LE00.IN,SP.DYN.LE00.MA.IN,EG.CFT.ACCS.RU.ZS,EG.CFT.ACCS.UR.ZS,IT.NET.USER.FE.ZS,IT.NET.USER.MA.ZS,IT.NET.USER.ZS
SYR,Syrian Arab Republic,98857637916.0933,4.91861526815481,23594623.0,11799042.0,50.0073342981577,11795581.0,49.9926657018423,4.30372211836176,17027621.0,72.1673803143204,17.8662121988625,6247894.0,,24.908,,10.638,,6567002.0,6.5308138336874,27.8326196856796,,,,,,,,,,13.187,-1.78816211223602,,,,,,,,,,0.0,0.0,,,1.4891,,,,,,88.8,39.4672088623047,42.0292587280273,37.0173301696777,,,,74.412,72.12,69.829,89.0,98.6,,,
CHE,Switzerland,731508267222.482,1.26498425447772,8888822.0,4474532.0,50.3388680828642,4414290.0,49.6611319171358,1.57630897563029,7571980.0,85.1854212679815,46.8186780066754,5089708.0,4.283,4.283,3.832,3.832,4.043,1316842.0,-0.506596366223382,14.8145787320185,2.13540088016377,,,0.706407654071285,542682332000.0,73.3331587674762,5589372168.86109,5021995000.0,159541341584.214,4.043,2.13492703437805,84010497000.0,11.2574218352381,456705491435.631,410345317000.0,143346300000.0,220662032966.421,198262630000.0,645446270965.731,579927020000.0,19187979305.7926,-9.75776508855016,5.96261353330536,7096.32839987121,2.5506,159780465200.0,19.8822985290733,,,,100.0,102.965591430664,101.31884765625,104.520301818848,74.0060882568359,78.7506637573242,69.5921630859375,85.9,84.0560975609756,82.3,100.0,100.0,96.4868,98.2155,97.3444
SWE,Sweden,660254497855.377,0.472717863265105,10536632.0,5230587.0,49.6419274843923,5306045.0,50.3580725156077,0.729572724546331,9338745.0,88.631216160938,47.364341235668,5669759.0,7.866,7.866,7.382,7.382,7.611,1197887.0,-1.50742217962508,11.368783839062,8.54862489748902,,,2.56298870547351,2693901000000.0,55.1958779701806,7424298066.57012,78773000000.0,77550847437.8492,7.611,1.60138332843781,1182661000000.0,26.3170240463134,256062459755.677,2716864000000.0,822827000000.0,130778219219.977,1387578000000.0,379034482850.539,4021617000000.0,40340228775.4039,3.22500296728157,5.77146538385122,12149.5179863926,4.1599,,,,,,100.0,134.244293212891,143.316436767578,125.707229614258,81.3998184204102,104.125679016113,60.9820899963379,85.0,83.309756097561,81.7,100.0,100.0,95.6015,95.803,95.7033
SUR,Suriname,11961956581.0891,0.914027369002208,628886.0,314537.0,50.0149470651279,314349.0,49.9850529348721,0.69790185573267,413532.0,65.7562408447266,41.4825617106603,252347.0,,10.733,,5.431,,215354.0,1.33035510267,34.2437591552734,51.5873159600861,,,,,,248701883.538548,9146227889.06689,884882351.980055,7.631,-0.967238128185272,,,,,32542317456.8304,1377489236.21628,50658363700.0,1695779643.20806,62363770011.4862,10382442.0,-1.52896596211284,11.5963124696749,2897.18645350668,0.0213,,,,,,95.7,76.1109237670898,,,4.93785087797966,6.06664974435218,3.83304940374787,76.835,73.631,70.458,92.9,98.0,,,78.3958
SDN,Sudan,109147290533.351,1.32652175747925,50042791.0,25221195.0,50.399257307611,24821596.0,49.600742692389,1.54236029441809,17412893.0,34.7960076976764,,,,,,,,32629898.0,1.21153022134369,65.2039923023236,,,,-37.09999131211,139731300.0,1.10810859308483,12079476958.6707,7967381412400.0,,,-1.97706210613251,1661459700.0,17.4245401216912,32181978133.8124,21226589137500.0,,11305746472.1489,7457044258100.0,16513066389.9754,10891688329500.0,0.0,1.37399372870934,,,1.0306,,,,,,70.55,,,,,,,69.626,66.331,63.272,63.8,81.6,,,
VCT,St. Vincent and the Grenadines,1809450922.35483,-0.711025816110263,101323.0,49658.0,49.0100866544285,51665.0,50.9899133455715,-0.437529075403232,48348.0,47.7169922340041,41.4251808750909,52246.0,,16.567,,19.993,,52975.0,-0.959983325983503,52.2830077659959,4.56457719814894,,,,,,45040740.7407407,121610000.0,39496296.2962963,18.574,0.0738346204161644,,,,,106640000.0,158125925.925926,426940000.0,711811111.111111,1921890000.0,-358726.296296296,6.90216587680998,,,0.0007,,,,,,89.5,125.381042480469,126.988342285156,123.853897094727,,,,74.315,71.23,68.664,94.0,94.5,,,75.9927
LCA,St. Lucia,4195940247.80877,0.281512532799571,179285.0,90686.0,50.5820341913713,88599.0,49.4179658086287,0.282179687953764,52168.0,29.0976313248036,46.2978397936871,101981.0,13.53,12.185,10.801,10.15,12.021,127117.0,0.281238737899275,70.9023686751964,4.07060821926204,,,,,,27344444.4444444,73830000.0,80411111.1111111,11.092,0.0738346204161644,,,,,217110000.0,235359259.259259,635470000.0,1853007407.40741,5003120000.0,-30036296.2962963,5.07778843091082,,,0.0014,,,,,,92.1,88.6818771362305,90.5332412719727,86.9287261962891,15.0396404266357,20.5900497436523,9.73268032073975,76.304,72.697,69.311,91.3,99.1,,,70.0834
KNA,St. Kitts and Nevis,1431569920.52305,0.104849849656036,46758.0,24350.0,52.0766499850293,22408.0,47.9233500149707,0.378506704008578,14823.0,31.7007809622822,,,,,,,,31935.0,-0.0219171220565196,68.2992190377178,3.55711230848243,,,,,,14744444.4444444,39810000.0,42888888.8888889,,0.380410820245743,,,,,115800000.0,225118518.518519,607820000.0,691185185.185185,1866200000.0,-969820.0,2.92765154757811,,,0.0005,,,,,,100.0,137.513208876365,130.727762803234,144.944649446495,,,,76.023,72.145,68.573,100.0,100.0,,,76.4208
LKA,Sri Lanka,287030612299.665,-0.651320770103285,22037000.0,11373412.0,51.6105287668691,10663588.0,48.3894712331309,0.134791506094452,4439472.0,20.1455348442463,33.2105214946521,8526051.0,,9.396,,4.307,,17597528.0,-0.848667406502792,79.8544651557537,16.5411742279832,2228505704.0,0.081913400299346,13.2135140307507,2684186319178.76,20.689136230194,6801026293.12982,2227560929884.67,15111243626.7227,5.997,-0.25227889418602,1283184124110.6,6.77749233444335,59267204131.3167,19411968525953.8,4949431814263.03,21584262594.5539,7069559502301.66,50097000892.7987,16408423829492.4,51491508.79,0.851705946554554,,,2.1237,,,,,,35.4,87.9534065332114,90.4491165297148,85.5200721664469,20.7412633848006,26.0459119158667,15.5678365704674,80.593,77.483,74.244,26.2,72.5,,,51.2
ESP,Spain,2288167036933.65,1.17836618688432,48352528.0,24611600.0,50.9003376636713,23740928.0,49.0996623363287,1.39526821791619,38744151.0,80.128491001856,46.9448732731604,24201582.0,13.872,13.882,10.665,10.672,12.179,9608377.0,0.308487811770343,19.871508998144,3.53236133492433,,,2.16987520920713,455460323000.0,37.8166476493913,42207320872.5498,39035000000.0,177349680274.513,12.179,0.752065539360046,248026000000.0,19.470863508931,879142757847.074,813066000000.0,164020000000.0,323208493043.143,298916000000.0,1112409163921.59,1028800000000.0,50596472356.1742,2.89981565316893,8.55708688960403,5117.82961999422,19.4428,1607101857000.0,107.300287362269,,,,100.0,118.361709594727,120.571983337402,116.28150177002,93.7303466796875,106.624557495117,81.6566619873047,86.7,83.8829268292683,81.2,100.0,100.0,95.6202,95.2676,95.4456
ZAF,South Africa,865717339517.612,1.32810094082844,63212384.0,32461907.0,51.3537141709447,30750477.0,48.6462858290553,1.49448180148783,40191932.0,63.5823705163545,46.9377224270212,27346329.0,34.58,34.531,29.989,29.946,32.098,23020452.0,1.03827472938905,36.4176294836455,6.0752438457966,548193120.0,0.0306664053049103,5.11232322440304,1332394069800.0,33.2538127556816,9670175099.03934,178417090100.0,49511027220.0194,32.098,-0.256946682929993,915826380700.0,19.1795974311491,244863716821.306,4517795322100.0,913490532900.0,93696968012.9975,1728731921900.0,239241791403.951,4414069426400.0,-2793247126.44699,1.0127377916456,10.2490525884287,3247.14853342661,18.2845,5591214716000.0,79.446907709916,,,,89.8,104.133480684239,107.464974022043,100.83861239756,23.493768799339,29.8434696218322,17.297169013016,69.599,66.139,62.609,70.4,96.5,,,75.6592
SOM,"Somalia, Fed. Rep.",25732304106.3615,3.07939219638342,18358615.0,9160786.0,49.8991127598678,9197829.0,50.1008872401322,4.13995437235453,9926768.0,54.0714435506882,31.1672364040491,3318488.0,,24.564,,16.395,,8431847.0,1.84504528281139,45.9285564493118,,1036373.0,0.45758828417868,41.7960088691796,68637586160000.0,21.9383099105676,,,,18.941,-1.98020255565643,20795203000000.0,7.16371600657054,14078000000.0,383277914180000.0,,,,,,0.0,6.17357181967512,,,0.0316,,,,,,5.4,3.34785008430481,2.75847005844116,3.92178010940552,,,,61.388,58.816,56.35,0.5,8.8,,,
SLB,Solomon Islands,1871671644.2971,2.39583243369756,800005.0,390932.0,48.8661335039987,409073.0,51.1338664960013,4.61212085605088,240073.0,30.0088821088389,48.0267609165709,422706.0,,1.511,,1.403,,559932.0,1.46043148119691,69.9911178911611,5.88585897042164,,,23.6082255871882,3849465617.46577,36.2593066478577,459754132.880634,3850715336.09264,153106252.023201,1.455,-0.733603537082672,3523079496.61978,27.8268760317656,1160415567.10669,9719173142.61209,1282356265.12677,323533715.374234,2709788015.88729,722407013.036287,6050590011.16569,6422664.68715922,5.23830750788181,,,0.0017,,,,,,8.7,,,,,,,71.982,70.528,69.217,0.9,33.1,,,42.4597
SVN,Slovenia,101734262434.702,0.396216782960902,2120461.0,1055684.0,49.7855924954541,1064777.0,50.2144075045459,0.75715222769641,1177659.0,55.5378927789875,45.5931855908048,1058463.0,3.714,3.714,3.6,3.6,3.652,942802.0,-0.0528073255394215,44.4621072210125,7.44687717385838,,,-1.91243293763539,43996522000.0,83.4382737313632,1060969971.50786,981227000.0,13518516682.6924,3.652,1.03929400444031,8864722000.0,19.1972075944159,36181199964.383,33461805000.0,12502459000.0,20489085729.9984,18949117000.0,40076964334.538,37064762000.0,829103949.728131,2.09028809314832,4.79909308477138,6418.41561811323,1.3865,,,,,,100.0,107.626876831055,108.57103729248,106.732627868652,80.0806884765625,97.7710037231445,64.2053909301758,85.0,81.9780487804878,79.1,100.0,100.0,89.829,90.8981,90.3779
SVK,Slovak Republic,214455110281.819,-0.0923148510113108,5426740.0,2777110.0,51.1745533525853,2649630.0,48.8254466474147,-0.0913137556435059,2886527.0,53.190805019646,47.0160520414733,2792542.0,5.936,5.933,5.76,5.758,5.843,2540213.0,-0.0934524162109645,46.809194980354,10.5319476645211,,,-0.672789520205058,89815165000.0,91.4935561325084,2839480616.87848,2626064000.0,22503901146.2867,5.84,0.229512304067612,15801614000.0,19.9979297175368,78258745894.9975,72376784000.0,20812498000.0,39015768377.887,36083326000.0,80180829551.2583,74154403000.0,-973760254.652363,0.393861455912485,3.73541116275959,4673.89261324478,4.0597,,,,,,100.0,92.6436767578125,93.5071716308594,91.8224563598633,53.417610168457,63.110668182373,44.166088104248,81.5,78.0170731707317,74.7,100.0,100.0,87.0761,87.353,87.2131
SXM,Sint Maarten (Dutch part),1990867468.71863,1.43721256242405,42749.0,21915.0,51.2654970760234,20834.0,48.7345029239766,1.43721256242405,42749.0,100.0,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,141682.61452514,2.68405110111367,,,,,,,,,,,,,7.65284309533989,12.5537403267412,2.80612244897959,79.531,76.371,73.698,,,,,
SGP,Singapore,766662339477.273,4.85831607781442,5917648.0,2858818.0,48.3100363459605,3058830.0,51.6899636540395,4.85831607781442,5917648.0,100.0,43.105337933834,3621345.0,3.687,3.708,3.226,3.244,3.444,0.0,,0.0,4.83372362825798,,,5.7116177511807,1058715700000.0,181.561322405378,145818299.079438,195800000.0,85801185164.6637,3.444,2.31747198104858,57705200000.0,9.9992117137858,159663590183.554,214391000000.0,115211000000.0,111934609653.052,150302100000.0,367407673855.553,493342900000.0,38948539085.9667,26.2141035698283,0.22997250704615,9750.49546711802,9.7965,1191752775000.0,175.596688461184,,,,100.0,103.082801906213,102.676070813741,103.473602350298,97.2886546863037,102.127991350812,92.7966960331169,85.2,82.8951219512195,80.7,100.0,100.0,93.9728,94.5926,94.2852
SLE,Sierra Leone,25677197753.3583,2.19524258771884,8460512.0,4241460.0,50.1324269736867,4219052.0,49.8675730263133,3.41373586800309,3791098.0,44.809324991151,48.3460132253162,2797211.0,,2.121,,4.118,,4669414.0,1.21675338933803,55.190675008849,47.6428733253179,,,4.81657758366927,9849368828.93149,20.9636585202107,1863973339.00145,39711718990.7585,491797914.182824,3.153,-1.1555837392807,3573978285.16947,5.50037312032248,5655831178.11731,120496776270.892,10477693086.9258,1673195896.98502,35647229435.7788,2705080353.71578,57631398800.8705,0.0,3.75632061336282,,,0.1532,,,,,,0.9,86.9079513549805,91.7119293212891,82.1666793823242,,,,63.502,61.786,60.065,0.0,1.6,,,20.635
SYC,Seychelles,3429742537.08762,-0.0876274304874622,119773.0,53680.0,44.8179381169354,66093.0,55.1820618830646,0.326373467768389,54014.0,45.0971081321658,,,2.414,,3.45,,2.934,65759.0,-0.426407523227962,54.9028918678342,-1.03530088431952,,,-4.12446505148232,22117993400.0,83.4083692100392,54606915.2969327,765485800.0,102606456.747275,,0.624744176864624,6455859700.0,24.3504350833088,1511167674.44629,21183716200.0,1438348700.0,287837933.370623,4034944100.0,1472616060.75169,20643295400.0,-39511021.2444476,10.9586044074443,,,0.0016,,,,,,100.0,74.2514404458298,75.8835758835759,72.6208459214502,14.0341370902195,18.5635679119606,10.0534487146857,78.8,74.9585365853659,71.3,100.0,100.0,,,87.4009
SRB,Serbia,170448763840.928,-0.621120944154492,6623183.0,3477760.0,52.5088949818557,3145423.0,47.4911050181443,-0.230814294620839,4115875.0,62.1434649229738,46.2566353226955,3246451.0,8.651,8.648,7.943,7.941,8.268,2507308.0,-1.25854477000111,37.8565350770262,12.3719043552519,,,2.72851608089648,4138029134700.0,55.0746098125196,3080118157.95128,333893100000.0,10811074691.7613,8.268,0.00763431889936328,1220003202900.0,17.1267778521403,50921322138.3838,5520008400000.0,1171949600000.0,19340302914.2487,2096540900000.0,47005685061.7695,5095542800000.0,327661244.504805,6.06995232091603,10.3155370125166,5089.5468236345,,,,,,,83.1,,,,73.2060012817383,87.7373886108398,59.2957801818848,78.7,76.2209756097561,73.86,70.9,92.6,84.5566,86.1911,85.3575
SEN,Senegal,77819640032.4886,2.38738348832592,18077573.0,8879764.0,49.120332690677,9197809.0,50.879667309323,4.70983412673516,9888293.0,54.6992276190794,36.7405628614132,5579313.0,5.902,3.34,3.986,2.486,4.686,8189280.0,-0.346864174008869,45.3007723809206,5.93947798773215,,,-6.03836470037649,3372000000000.0,23.1048516643818,5344615355.44758,3241882000000.0,4464322528.44788,2.8,0.0696751922369003,2264224057100.0,8.0703764544053,23078762170.3852,13998879000000.0,2707923000000.0,7025975166.08766,4261744000000.0,15221308019.3993,9232785000000.0,70738168.9713643,15.6044600024418,13.0627212948912,410.176742198745,3.1657,,,,,,34.8,44.0673682244069,50.2150531512901,38.3339240039236,16.0710053721835,16.4575021707177,15.6924841792379,70.754,68.683,66.79,8.8,61.0,,,60.6122
SAU,Saudi Arabia,2173214249211.45,4.63821572656175,33702731.0,13260611.0,39.3458066084797,20442120.0,60.6541933915203,4.82974579214944,28410135.0,84.2962388315415,19.3860137682607,16333363.0,12.773,12.322,2.082,2.009,4.008,5292596.0,3.61632425207261,15.7037611684585,2.32708518362699,,,-6.9729135548006,1381989000000.0,30.2425196271434,29949066666.6667,112309000000.0,193653600000.0,4.008,0.796441078186035,956607000000.0,20.9337084424946,530677066666.667,1990039000000.0,726201000000.0,580111200000.0,2175417000000.0,545377333333.333,2045165000000.0,17345122873.5613,1.87131032249407,,,84.6338,,,,,,100.0,,,,,,,81.156,78.732,77.097,100.0,100.0,100.0,100.0,100.0
STP,Sao Tome and Principe,1279325859.25215,1.99754660166419,230871.0,116054.0,50.2681139332617,114817.0,49.7318860667383,2.33725193249281,158388.0,68.6043921103568,49.5835068721366,33614.0,,9.177,,8.966,,72483.0,1.25922293613333,31.3956078896432,21.2589138473,,,,,,93063257.0488513,2124482000.0,4181420.78944331,9.071,-0.90243524312973,,,,,95455000.0,19153934.1516574,437253000.0,536048989.929853,12237122000.0,3603454.11217512,-3.73659884967941,,,0.0006,,,,,,4.6,,,,,,,73.728,69.718,66.239,1.1,5.5,,,61.4607
SMR,San Marino,2402427595.62567,0.310582221115543,33860.0,17213.0,50.8360014229811,16647.0,49.1639985770189,0.328917610379476,32889.0,97.1317310361655,,,,,,,,971.0,-0.308483535121015,2.8682689638345,5.93190858629403,,,-5.40593679437409,2634504236.42852,185.992794436005,306019.725103005,282979.5,644081305.760725,,1.20168173313141,200416582.170699,14.1491669111055,775848737.354383,717435085.918972,595588424.25,725152278.292654,670555563.26,1153572821.45494,1066720323.7276,34610067.9916084,-0.893347982047045,,,,1872444535.0,99.8703823864118,,,,100.0,60.7940446650124,59.8075499629904,61.7006802721088,51.1357340720222,48.187134502924,53.7894736842105,87.1,85.706,84.206,100.0,100.0,,,87.0278
WSM,Samoa,1599784495.24948,0.649190563116911,216663.0,107591.0,49.6579957907174,109072.0,50.3420042092826,0.653519278982174,37919.0,17.5012799804602,36.1335328091295,57484.0,,7.678,,3.45,,178744.0,0.64827228742237,82.4987200195398,7.92164684826777,,,158.876024188733,620436000.0,26.208578449107,102966272.08663,281149200.0,50187218.5952892,4.977,0.492577105760574,365126200.0,16.4684574663298,856738366.352446,2339322395.84862,137036100.0,105319725.55922,287575300.0,739141541.213361,2018224500.0,-426.903888549003,0.229294017897833,,,0.0013,,,,,,39.7,,,,14.6106638814429,21.8301579821768,7.98142342559987,73.662,71.698,69.861,33.2,65.3,,,58.1386
RWA,Rwanda,42742532065.0576,2.1984982050137,13954471.0,7152063.0,51.2528456827317,6802408.0,48.7471543172683,5.99461839278821,4026637.0,28.8555310645477,47.5557355208761,5531930.0,14.324,14.365,10.497,10.527,12.352,9927834.0,0.698983909560196,71.1444689354523,19.789546746467,,,25.7899872119922,3163383017900.0,25.0057307202908,3813976317.08738,4424588944400.0,1367399160.35109,12.352,0.388362646102905,1848315799800.0,16.2989613675996,10680497325.3422,12390430998400.0,1586317980100.0,2967132860.76676,3442166956700.0,6551651979.10308,7600562904500.0,12472138.8212346,3.19322395833009,,,0.3945,,,,,,9.3,45.1251505756161,48.7785157251447,41.4315162645618,8.88624308383425,7.74449892974717,10.0587220175218,69.886,67.785,65.493,1.0,38.85,,,34.2005
RUS,Russian Federation,5835481974159.47,-0.285217600763343,143826130.0,77040679.0,53.5651475788027,66785451.0,46.4348524211973,-0.117012537246107,107841558.0,74.9805047873279,48.8625697448913,73184751.0,3.188,3.188,2.969,2.969,3.076,35984572.0,-0.787620647855074,25.0194952126721,5.86571931748967,1408853000000.0,6.61493519926837,,,22.4927119538767,61570036784.4779,5243427965200.0,264043633899.52,3.076,-0.712461888790131,18814689182400.0,17.9582539621367,1020415112804.76,86900600000000.0,22486486062500.0,629906214352.062,53644078065900.0,1175278360321.19,100089065123900.0,10705690000.0,-0.484918766027148,,,109.8355,32642199000000.0,18.5032227571465,,,,100.0,92.4840470838527,91.6148817164136,93.3061842835501,93.7277679443359,98.1264801025391,89.6205215454102,78.73,73.2546341463415,68.04,100.0,100.0,92.0739,92.4398,92.245
ROU,Romania,764669366594.9,0.0659152146414443,19061062.0,9828615.0,51.5638378745421,9232447.0,48.4361621254579,0.0680098161557962,9943122.0,52.1645747011867,42.3608673216587,8280711.0,5.12,5.12,5.934,5.934,5.589,9117940.0,0.0636310997614743,47.8354252988133,10.3971874764996,,,-1.34812726642605,280099500000.0,39.2445975462886,11560063834.9037,52879200000.0,48253262794.3073,5.589,-0.0926659479737282,60867000000.0,17.1999939148178,213789148066.371,977935700000.0,220724900000.0,94197953785.2786,430889700000.0,211819994316.07,968928200000.0,1828487658.92621,2.50426860654842,9.80649166982857,2585.27043246593,7.0781,,,,,,100.0,81.6316070556641,81.8756637573242,81.4007186889648,55.1682891845703,62.9621315002441,47.8310508728027,80.5,76.6073170731707,72.9,100.0,100.0,88.4753,89.965,89.2034
QAT,Qatar,309597694197.248,-0.0489708509014485,2656032.0,756537.0,28.4837409644985,1899495.0,71.5162590355015,-0.00913874877514256,2637002.0,99.2835325193835,17.9813850035837,1972818.0,,0.378,,0.076,,19030.0,-5.4205497518785,0.716467480616501,3.02764899198902,,,,,,623626373.626374,2270000000.0,18456043956.044,0.13,1.19741261005402,,,,,67180000000.0,129604120879.121,471759000000.0,97237637362.6374,353945000000.0,-191483516.483516,-0.21820397647038,,,15.772,,,,,,100.0,,,,,,,83.368,82.368,81.611,100.0,100.0,,,99.6528
PRI,Puerto Rico (US),137243719648.029,-0.508879698773044,3203792.0,1694231.0,52.8820594061361,1509561.0,47.117940593864,-0.438411319036028,3017249.0,94.1774359275881,42.6301285950088,1149267.0,,4.636,,6.534,,186543.0,-1.6418303054626,5.82256407241189,,,,,,53.6448077849649,836000000.0,836000000.0,51759400000.0,5.725,-0.389062345027924,9787600000.0,8.10567266535621,92363500000.0,92363500000.0,51759400000.0,56152800000.0,56152800000.0,61110300000.0,61110300000.0,,,,,0.1445,,,,,,,110.409713745117,112.479949951172,108.448310852051,77.9263575380698,95.9290709290709,60.6203783731874,85.243,81.69,78.032,,,,,
PRT,Portugal,441831868212.315,1.36912985956796,10578174.0,5539155.0,52.3639983705852,5039019.0,47.6360016294148,1.49818724351185,6474357.0,61.2048652633664,49.4003807674927,5414853.0,6.862,6.885,6.143,6.142,6.498,4103817.0,1.16586147607383,38.7951347366336,4.31128191898672,,,4.30737535761017,102537565000.0,47.1554769314882,6247575535.75501,5778005000.0,35315580633.2594,6.509,0.987550020217896,35769470000.0,16.6915492938731,179660156703.023,166156820000.0,32661246000.0,54699318964.7421,50588094000.0,193788392114.586,179223171000.0,5690478634.94644,3.96325428743124,9.86481251146953,5146.25681143078,3.8731,,,,,,100.0,120.347076416016,121.013473510742,119.70516204834,77.6778182983398,85.4132080078125,70.2809829711914,85.2,82.2804878048781,79.5,100.0,100.0,85.021,86.6303,85.7901
POL,Poland,1602238212133.11,-0.365658526875775,36687353.0,18908458.0,51.5394458672847,17778895.0,48.4605541327153,-0.274767485280137,21970572.0,59.8859561370214,45.8486429967589,18341629.0,2.788,2.788,2.704,2.704,2.743,14716781.0,-0.501195541796212,40.1140438629786,11.5289127961105,,,3.71671371452815,1411794500000.0,57.8812710195434,22467290460.5307,94445000000.0,141836650542.052,2.743,0.421437799930573,432967500000.0,18.9482308008084,468343271743.174,1968759000000.0,596234000000.0,238782491473.802,1003762000000.0,472855760839.958,1987728000000.0,12290000000.0,4.38918673390545,6.17822444760459,4381.86423534017,16.9507,,,,,,100.0,108.386131286621,107.910926818848,108.837356567383,76.8794097900391,93.4927291870117,60.9593505859375,82.4,78.5073170731707,74.8,100.0,100.0,86.7038,86.1088,86.4147
PHL,Philippines,1137254318494.01,0.810000998681961,114891199.0,57580382.0,50.1173131633869,57310817.0,49.8826868366131,1.41781617393161,63332937.0,55.1242716168851,41.4784616706064,50352675.0,2.615,2.501,2.265,2.024,2.409,51558262.0,0.0683965199309206,44.8757283831149,5.97802515541409,,,1.33518858868864,5767848245800.0,26.6368493470555,41084830895.3152,2285564056500.0,70935554391.4031,2.222,0.154091909527779,2998595213500.0,14.2212747884667,334429914559.429,18604457545000.0,3946170640400.0,123239295925.5,6855846768200.0,272731500423.609,15172152370100.0,3525109747.02867,2.0421035482067,,,12.4998,,,,,,59.5,91.5493424610693,92.2052107888903,90.9115557265909,44.2394203278519,50.9499907329313,37.6196734791632,72.819,69.833,66.893,39.9,79.8,,,83.7661
PER,Peru,518771469889.674,1.09975320783678,33845617.0,17010174.0,50.2581294351939,16835443.0,49.7418705648061,1.59005980808498,28694661.0,84.7810255849745,45.3332232054438,18608668.0,5.798,5.8,4.151,4.152,4.899,5150956.0,-1.58847574161029,15.2189744150255,6.45561348369586,,,3.82411492521253,154374000000.0,27.1353058241207,19329156857.183,72365000000.0,33688264358.4397,4.899,-0.491872787475586,79902000000.0,13.5642010031547,170228798026.404,637307000000.0,126123000000.0,90684502965.6827,339507000000.0,136699194887.797,511778000000.0,1476075540.92602,1.62534746680837,,,5.7292,,,,,,91.8,111.395393371582,113.164916992188,109.681869506836,,,,80.123,77.74,75.413,69.1,97.5,,,79.4848
PRY,Paraguay,108316053467.638,1.23021616038983,6844146.0,3411748.0,49.8491411492391,3432398.0,50.1508588507609,2.25489821216857,4746183.0,69.3466081733694,41.8940462872589,3448638.0,7.315,7.341,4.662,4.679,5.794,2097963.0,-1.04987417843905,30.6533918266306,4.63202285403356,,,35.0447994640385,93220090592611.0,42.0641902129227,4997414254.03421,36425513098491.2,8367965165.85536,5.794,-0.462065368890762,27223087169381.2,12.1267410499793,28454338164.4076,207400030261616.0,60993027446248.6,14182288374.2073,103372885392529.0,20756800711.9,151293664639415.0,252056417.04625,1.33582592469383,11.8832601195302,2388.61064623694,0.6212,,,,,,71.3,79.7518585422984,81.5245895544797,78.0534915833772,,,,76.953,73.844,70.886,44.4,87.35,79.2152,76.9155,78.0948
PNG,Papua New Guinea,43697222882.2109,1.81103162496893,10389635.0,5041654.0,48.525809475098,5347981.0,51.474190524902,3.97424276108508,1564482.0,15.0581017891206,47.5038008534612,3574855.0,,2.167,,3.109,,8825153.0,1.43238344964751,84.9418982108794,2.29869991296791,281414518.6,1.59650261493835,,,,5226329756.63461,18760553500.0,511689528.398943,2.661,-0.802389979362488,,,,,1836772500.0,11182583658.5068,40141259500.0,12951311906.5707,46490327100.0,329928641.114777,0.140519776766319,,,0.133,57943700000.0,52.3812606028215,,,,10.5,52.0929750873194,48.1780291095574,55.6326652041895,,,,69.085,66.134,63.739,5.8,33.4,,,24.0667
